Title,City,Filed As,Verdict,Confidence,Real Type,Reason,Proposed Action,Raw Industry,Rating,Reviews,Address,Google Maps Link
Suroy Motorbike Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(1),"Q5J3+W92, General Luna, Surigao del Norte",https://www.google.com/maps/place/Suroy+Motorbike+Rental/data=!4m7!3m6!1s0x3303f7007957c6ad:0x7e0402ac70ba417b!8m2!3d9.782264!4d126.153405!16s%2Fg%2F11wjmgffj6!19sChIJrcZXeQD3AzMRe0G6cKwCBH4?authuser=0&hl=en&rclk=1
Firefly Siargao,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(5),"Malinao Rd, Purok 3, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Firefly+Siargao/data=!4m7!3m6!1s0x3303f7ad83c97abd:0xd6cd5d34b3324a4b!8m2!3d9.7719013!4d126.1258228!16s%2Fg%2F11lnhhg_sg!19sChIJvXrJg633AzMRS0oyszRdzdY?authuser=0&hl=en&rclk=1
D&V Scooter Rentals IAO,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(2),"Tourism Rd, Bry Catangnan, General Luna Surigao, 8419 Surigao del Norte",https://www.google.com/maps/place/D%26V+Scooter+Rentals+IAO/data=!4m7!3m6!1s0x330409e513e505f7:0x19770743fc545f09!8m2!3d9.7966569!4d126.1603034!16s%2Fg%2F11njbvfgjh!19sChIJ9wXlE-UJBDMRCV9U_EMHdxk?authuser=0&hl=en&rclk=1
Bonjoi Motorbike Rentals,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(2),"Q5R5+JCP, Poblacion V (Purok V), General Luna, Surigao del Norte",https://www.google.com/maps/place/Bonjoi+Motorbike+Rentals/data=!4m7!3m6!1s0x3303f7448359869b:0x1c8e566dc088fdd3!8m2!3d9.7915916!4d126.1585714!16s%2Fg%2F11y23k5s5d!19sChIJm4ZZg0T3AzMR0_2IwG1Wjhw?authuser=0&hl=en&rclk=1
DS Scooter motorbike rentals,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(2),"Tourism Rd, Brgy 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/DS+Scooter+motorbike+rentals/data=!4m7!3m6!1s0x3303f799e91cc8a1:0xcc613b8fa0d44961!8m2!3d9.7898405!4d126.1617836!16s%2Fg%2F11zhpn2d_y!19sChIJocgc6Zn3AzMRYUnUoI87Ycw?authuser=0&hl=en&rclk=1
VroomVroom Ni Dondon,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(78),"Backroad Barangay Catangnan near Tropical Temple, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/VroomVroom+Ni+Dondon/data=!4m7!3m6!1s0x3304095df7a38819:0x9e1f791953498fd8!8m2!3d9.8015372!4d126.1586809!16s%2Fg%2F11yd7xk6vs!19sChIJGYij910JBDMR2I9JUxl5H54?authuser=0&hl=en&rclk=1
Siargao Motorbike Rental-sayak,General Luna,scooter rental,CORRECT,high,motorcycle dealer,"type 'motorcycle dealer', but name reads as scooter rental",keep in 'scooter rental',Motorcycle dealer,5.0,(2),"Poblacion V (Purok V), General Luna, 8418 Surigao del Norte",https://www.google.com/maps/place/Siargao+Motorbike+Rental-sayak/data=!4m7!3m6!1s0x3303f7393a6b357f:0x8cf94e7c694431f4!8m2!3d9.7889652!4d126.1609628!16s%2Fg%2F11l1y1g3kh!19sChIJfzVrOjn3AzMR9DFEaXxO-Yw?authuser=0&hl=en&rclk=1
Rom's Motor Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,4.7,(14),"Beside Mad Monkey, Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Rom%27s+Motor+Rental/data=!4m7!3m6!1s0x330409bb1dd4888f:0x4510316a7a9949b2!8m2!3d9.810105!4d126.1589507!16s%2Fg%2F11v_8r5zgh!19sChIJj4jUHbsJBDMRskmZemoxEEU?authuser=0&hl=en&rclk=1
Gwyn Motorbike Rental Siargao (Registered),General Luna,scooter rental,CORRECT,high,car rental agency,type 'car rental agency' matches scooter rental,keep in 'scooter rental',Car rental agency,4.5,(20),"General Luna, Surigao del Norte",https://www.google.com/maps/place/Gwyn+Motorbike+Rental+Siargao+%28Registered%29/data=!4m7!3m6!1s0x33040900139a6761:0xcbd590522256b621!8m2!3d9.8072823!4d126.1600627!16s%2Fg%2F11lw2brs7k!19sChIJYWeaEwAJBDMRIbZWIlKQ1cs?authuser=0&hl=en&rclk=1
Back Road Motorbike Rental-GL,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,4.9,(17),"Sta. Ines, Tourism Rd, Surigao City, 8419 Surigao del Norte",https://www.google.com/maps/place/Back+Road+Motorbike+Rental-GL/data=!4m7!3m6!1s0x330409084b86b37f:0x65b288f0057577bc!8m2!3d9.7920741!4d126.1544998!16s%2Fg%2F11vpvdkyg6!19sChIJf7OGSwgJBDMRvHd1BfCIsmU?authuser=0&hl=en&rclk=1
Pangpang scooter rental,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,4.2,(21),"General Luna, Surigao del Norte",https://www.google.com/maps/place/Pangpang+scooter+rental/data=!4m7!3m6!1s0x3304090047d34a39:0x8971ff94844ccbbf!8m2!3d9.7990625!4d126.1575625!16s%2Fg%2F11vy6j5h1w!19sChIJOUrTRwAJBDMRv8tMhJT_cYk?authuser=0&hl=en&rclk=1
Vagabond Rentals,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(13),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Vagabond+Rentals/data=!4m7!3m6!1s0x3303f7450a5c10f3:0x8b03b258dcbf5b9a!8m2!3d9.8081244!4d126.1631318!16s%2Fg%2F11xs87h85m!19sChIJ8xBcCkX3AzMRmlu_3FiyA4s?authuser=0&hl=en&rclk=1
Paolo Motorbike Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(5),"Across old Building Of MDMC, Brgy. 4, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Paolo+Motorbike+Rental/data=!4m7!3m6!1s0x330409ae91b187f7:0x5c5bc1e4c1962a4d!8m2!3d9.7842676!4d126.1558963!16s%2Fg%2F11y3d5vmqp!19sChIJ94exka4JBDMRTSqWweTBW1w?authuser=0&hl=en&rclk=1
Meckoy Motorbikes/Bikes Rental And Tours,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(7),"Purok 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Meckoy+Motorbikes%2FBikes+Rental+And+Tours/data=!4m7!3m6!1s0x3303f61b987e37ef:0x9b111c70f184e093!8m2!3d9.7906626!4d126.161705!16s%2Fg%2F11f3qx1gn4!19sChIJ7zd-mBv2AzMRk-CE8XAcEZs?authuser=0&hl=en&rclk=1
Furiousa Scooter rent,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(2),"Besides Suyog Space suites, Poblacion 5, General Luna, Siargao, Siargao Island, 8419 Surigao del Norte",https://www.google.com/maps/place/Furiousa+Scooter+rent/data=!4m7!3m6!1s0x3303f7dd50e5aba3:0xced7400ad8b69190!8m2!3d9.7868164!4d126.1568896!16s%2Fg%2F11mf6w1y61!19sChIJo6vlUN33AzMRkJG22ApA184?authuser=0&hl=en&rclk=1
CJG Motorcycle Rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(2),"Poblacion 05, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/CJG+Motorcycle+Rental/data=!4m7!3m6!1s0x330409a485939eab:0x8fbdd95fe8ff4727!8m2!3d9.7892358!4d126.1596623!16s%2Fg%2F11vyvn3hgk!19sChIJq56ThaQJBDMRJ0f_6F_ZvY8?authuser=0&hl=en&rclk=1
Joyridesiargao,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(1),"R534+JWC Siargao, Riptide, Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Joyridesiargao/data=!4m7!3m6!1s0x33040988cab17feb:0x7e1c2c53f180698c!8m2!3d9.8040509!4d126.1572559!16s%2Fg%2F11k9szcjdy!19sChIJ63-xyogJBDMRjGmA8VMsHH4?authuser=0&hl=en&rclk=1
Conte motorbike rental,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(1),"Q5M3+5PJ, General Luna, Surigao del Norte",https://www.google.com/maps/place/Conte+motorbike+rental/data=!4m7!3m6!1s0x3303f77e274d90d5:0x4401b510c0050851!8m2!3d9.7829653!4d126.154254!16s%2Fg%2F11mqwklfp4!19sChIJ1ZBNJ373AzMRUQgFwBC1AUQ?authuser=0&hl=en&rclk=1
Wenden motor bike rental,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,4.0,(4),"Q5J4+XCV, General Luna, Surigao del Norte",https://www.google.com/maps/place/Wenden+motor+bike+rental/data=!4m7!3m6!1s0x3303f7005ce003f3:0xdd40c0d6918c3708!8m2!3d9.7824925!4d126.1559143!16s%2Fg%2F11vsbjgcg9!19sChIJ8wPgXAD3AzMRCDeMkdbAQN0?authuser=0&hl=en&rclk=1
RideWise Moto Rentals,General Luna,scooter rental,CORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' matches scooter rental,keep in 'scooter rental',Motorcycle rental agency,5.0,(1),"san sebastian St, Purok 1, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/RideWise+Moto+Rentals/data=!4m7!3m6!1s0x3303f763fbd21b1b:0x73c80b29367a3f6!8m2!3d9.7826779!4d126.1543765!16s%2Fg%2F11lf4g2qk4!19sChIJGxvS-2P3AzMR9qNnk7KAPAc?authuser=0&hl=en&rclk=1
L'Sevilla Vehicle Rental Siargao,General Luna,scooter rental,CORRECT,high,car rental agency,type 'car rental agency' matches scooter rental,keep in 'scooter rental',Car rental agency,5.0,(2),"Purok 5, Poblacion, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/L%27Sevilla+Vehicle+Rental+Siargao/data=!4m7!3m6!1s0x3303f71506021b83:0x4d1100766acb681c!8m2!3d9.7875313!4d126.1563911!16s%2Fg%2F11n4481sy7!19sChIJgxsCBhX3AzMRHGjLanYAEU0?authuser=0&hl=en&rclk=1
Refer Me Siargao | Diqueco,General Luna,scooter rental,INCORRECT,high,travel agency,type 'travel agency' is excluded from scooter rental,drop from 'scooter rental'  (true type: travel agency — reclassify there if wanted),Travel agency,5.0,(14),"Poblacion 2, General Luna",https://www.google.com/maps/place/Refer+Me+Siargao+%7C+Diqueco/data=!4m7!3m6!1s0x3303f700632a9255:0xe8222de2cf423fa5!8m2!3d9.7826724!4d126.1559442!16s%2Fg%2F11zk6y05k2!19sChIJVZIqYwD3AzMRpT9Cz-ItIug?authuser=0&hl=en&rclk=1
Ride away motorbike rental,General Luna,scooter rental,CORRECT,high,scooter rental service,type 'scooter rental service' matches scooter rental,keep in 'scooter rental',Scooter rental service,5.0,(125),"purok 4 sta. fe, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Ride+away+motorbike+rental/data=!4m7!3m6!1s0x330409c4981a29bd:0x24416d2912ce68ce!8m2!3d9.8393765!4d126.1315868!16s%2Fg%2F11vq66hmrt!19sChIJvSkamMQJBDMRzmjOEiltQSQ?authuser=0&hl=en&rclk=1
E-Scooters by Tawhay,General Luna,scooter rental,INCORRECT,high,electric bicycle store,type 'electric bicycle store' is not a scooter rental,drop from 'scooter rental'  (true type: electric bicycle store — reclassify there if wanted),Electric bicycle store,4.0,(3),"Sitio Sta. Ines, Old Tourism Rd, Catangnan, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/E-Scooters+by+Tawhay/data=!4m7!3m6!1s0x330409ad60498b8d:0x9d786021f477181c!8m2!3d9.8020364!4d126.1582539!16s%2Fg%2F11y30_rvfq!19sChIJjYtJYK0JBDMRHBh39CFgeJ0?authuser=0&hl=en&rclk=1
Island Balay,General Luna,scooter rental,INCORRECT,high,guest house,type 'guest house' is not a scooter rental,drop from 'scooter rental'  (true type: guest house — reclassify there if wanted),Guest house,5.0,(26),"Purok 2 Siargao, Purok 2 Forcadilla street, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Island+Balay/data=!4m7!3m6!1s0x3303f7290e272f69:0x8b0a8ddbf6528f6d!8m2!3d9.7830505!4d126.1531119!16s%2Fg%2F11ln7jvc_8!19sChIJaS8nDin3AzMRbY9S9tuNCos?authuser=0&hl=en&rclk=1
TLShaw Homestay,General Luna,scooter rental,REVIEW,low,,Industry blank — cannot judge,human review — no type signal,,5.0,(92),"Q5P4+P8W, Tourism Rd, General Luna, Surigao del Norte",https://www.google.com/maps/place/TLShaw+Homestay/data=!4m7!3m6!1s0x3303f7f6ef5e5877:0x295ec32bccd1e8ae!8m2!3d9.786865!4d126.155827!16s%2Fg%2F11j1fhf8kk!19sChIJd1he7_b3AzMRrujRzCvDXik?authuser=0&hl=en&rclk=1
Gen Luna Municipal Hall,General Luna,embassy,INCORRECT,high,district government office,type 'district government office' is not a embassy,drop from 'embassy'  (true type: district government office — reclassify there if wanted),District government office,5.0,(3),"Q5J4+WM3 Town hall, General Luna, Surigao del Norte",https://www.google.com/maps/place/Gen+Luna+Municipal+Hall/data=!4m7!3m6!1s0x3303f7e06be8a04b:0xe8b48f7712d43857!8m2!3d9.7822632!4d126.156685!16s%2Fg%2F11gh4lzr6l!19sChIJS6Doa-D3AzMRVzjUEnePtOg?authuser=0&hl=en&rclk=1
Iglesia Ni Cristo [Surigao del Norte] - Gen. Luna EXT.,General Luna,embassy,INCORRECT,high,place of worship,type 'place of worship' is not a embassy,drop from 'embassy'  (true type: place of worship — reclassify there if wanted),Place of worship,5.0,(15),"Q5Q7+P24, General Luna, Surigao del Norte",https://www.google.com/maps/place/Iglesia+Ni+Cristo+%5BSurigao+del+Norte%5D+-+Gen.+Luna+EXT./data=!4m7!3m6!1s0x3303f769a3af94d1:0xe68d885f54bd2a6d!8m2!3d9.789253!4d126.1625936!16s%2Fg%2F11j2xs15wn!19sChIJ0ZSvo2n3AzMRbSq9VF-IjeY?authuser=0&hl=en&rclk=1
Marajaw Jungle,General Luna,embassy,INCORRECT,high,hotel,type 'hotel' is not a embassy,drop from 'embassy'  (true type: hotel — reclassify there if wanted),Hotel,4.6,(16),"Q5Q5+VR3, Unnamed Road, General Luna, Surigao del Norte",https://www.google.com/maps/place/Marajaw+Jungle/data=!4m7!3m6!1s0x3303f78414e51b81:0x1fc5346f2682e0a!8m2!3d9.7896391!4d126.1595447!16s%2Fg%2F11fstpq6j0!19sChIJgRvlFIT3AzMRCi5o8kZT_AE?authuser=0&hl=en&rclk=1
Petron General Luna,General Luna,gas station,CORRECT,high,gas station,type 'gas station' matches gas station,keep in 'gas station',Gas station  Q5P4+R46Closed  Opens 6 AM,3.9,(56),0929 453 5621,https://www.google.com/maps/place/Petron+General+Luna/data=!4m7!3m6!1s0x3303f617ef4e0129:0x10bee17fbf15b403!8m2!3d9.7870424!4d126.1552629!16s%2Fg%2F11ggh6_0_2!19sChIJKQFO7xf2AzMRA7QVv3_hvhA?authuser=0&hl=en&rclk=1
nissi 24h gas station,General Luna,gas station,CORRECT,medium,,name reads as gas station,keep in 'gas station',,4.9,(7),,https://www.google.com/maps/place/nissi+24h+gas+station/data=!4m7!3m6!1s0x3303f7002dd1220d:0x5d985c49cd3d9510!8m2!3d9.7893988!4d126.1542718!16s%2Fg%2F11vz53cmwk!19sChIJDSLRLQD3AzMREJU9zUlcmF0?authuser=0&hl=en&rclk=1
Full Tank Fuel Station,General Luna,gas station,CORRECT,medium,,name reads as gas station,keep in 'gas station',,4.3,(6),,https://www.google.com/maps/place/Full+Tank+Fuel+Station/data=!4m7!3m6!1s0x330409314cb812fb:0xe877c6bcbb32b3ca!8m2!3d9.8106861!4d126.165298!16s%2Fg%2F11k3pjk96w!19sChIJ-xK4TDEJBDMRyrMyu7zGd-g?authuser=0&hl=en&rclk=1
Asmara Siargao,General Luna,tourist information,INCORRECT,high,resort hotel,type 'resort hotel' is not a tourist information,drop from 'tourist information'  (true type: resort hotel — reclassify there if wanted),Resort hotel,4.1,(8),"R548+G8M, Unnamed Road, General Luna, Surigao del Norte",https://www.google.com/maps/place/Asmara+Siargao/data=!4m7!3m6!1s0x330409578d28eb8d:0x5a6c1a0f3f40ba6c!8m2!3d9.8063466!4d126.1657902!16s%2Fg%2F11h3v6pg14!19sChIJjesojVcJBDMRbLpAPw8abFo?authuser=0&hl=en&rclk=1
Euronet ATM,Siargao,atm,CORRECT,high,atm,type 'atm' matches atm,keep in 'atm',ATM  Siargao Airport LunaOpen,5.0,(1),,https://www.google.com/maps/place/Euronet+ATM/data=!4m7!3m6!1s0x330407002b250297:0x7d6f0eef47ef1792!8m2!3d9.857175!4d126.015442!16s%2Fg%2F11y8gqmz6w!19sChIJlwIlKwAHBDMRkhfvR-8Ob30?authuser=0&hl=en&rclk=1
BDO ATM,Siargao,atm,CORRECT,high,atm,type 'atm' matches atm,keep in 'atm',ATM  Q3HF+FM3Open,5.0,(1),,https://www.google.com/maps/place/BDO+ATM/data=!4m7!3m6!1s0x3303f90076066705:0x979039e3182b71d!8m2!3d9.7786331!4d126.0740748!16s%2Fg%2F11x8vtbztj!19sChIJBWcGdgD5AzMRHbeCMZ4DeQk?authuser=0&hl=en&rclk=1
ATM DBP,Siargao,atm,CORRECT,high,atm,type 'atm' matches atm,keep in 'atm',ATM  Q352+3F2Open,4.0,(2),,https://www.google.com/maps/place/ATM+DBP/data=!4m7!3m6!1s0x3303f9a158de5bf7:0x38a7ae62af6c84ad!8m2!3d9.7576292!4d126.0511268!16s%2Fg%2F11c0rgp7db!19sChIJ91veWKH5AzMRrYRsr2Kupzg?authuser=0&hl=en&rclk=1
ATM Easwest Rural Bank,Siargao,atm,CORRECT,medium,,name reads as atm,keep in 'atm',,4.0,(1),,https://www.google.com/maps/place/ATM+Easwest+Rural+Bank/data=!4m7!3m6!1s0x3303f9a19fb269fb:0x600494a280a5ce8f!8m2!3d9.7561282!4d126.0500617!16s%2Fg%2F11c0rc0ryl!19sChIJ-2myn6H5AzMRj86lgKKUBGA?authuser=0&hl=en&rclk=1
Siargao Town Center,Siargao,atm,INCORRECT,high,community center,type 'community center' is not a atm,drop from 'atm'  (true type: community center — reclassify there if wanted),Community center  Siargao Island Barangay,4.7,(11),0956 869 0032,https://www.google.com/maps/place/Siargao+Town+Center/data=!4m7!3m6!1s0x3303f98e82c7ce13:0xa709bccdadcf77ef!8m2!3d9.77872!4d126.0744594!16s%2Fg%2F11snrrf2qx!19sChIJE87Hgo75AzMR73fPrc28Cac?authuser=0&hl=en&rclk=1
Siargao Airport,Siargao,atm,INCORRECT,high,airport,type 'airport' is not a atm,drop from 'atm'  (true type: airport — reclassify there if wanted),Airport    Barangay Sayak 8418 Siargao Circumferential Rd,3.5,(659),0912 997 2777,https://www.google.com/maps/place/Siargao+Airport/data=!4m7!3m6!1s0x330406da7cad4d5b:0x85711d19a145d9d!8m2!3d9.8567271!4d126.0159734!16zL20vMGYyODNk!19sChIJW02tfNoGBDMRnV0UmtERVwg?authuser=0&hl=en&rclk=1
Development Bank of the Philippines ATM,Siargao,atm,CORRECT,medium,,name reads as atm,keep in 'atm',,4.0,(1),,https://www.google.com/maps/place/Development+Bank+of+the+Philippines+ATM/data=!4m7!3m6!1s0x330136bb432946d5:0x3abfe9a327d48c08!8m2!3d9.791697!4d125.493913!16s%2Fg%2F1pzq007k2!19sChIJ1UYpQ7s2ATMRCIzUJ6Ppvzo?authuser=0&hl=en&rclk=1
DBP Siargao,Siargao,bank,REVIEW,low,,Industry blank — cannot judge,human review — no type signal,,5.0,(2),,https://www.google.com/maps/place/DBP+Siargao/data=!4m7!3m6!1s0x3303f9a15beb0281:0x44cdc21c3cc883c4!8m2!3d9.7576596!4d126.0508659!16s%2Fg%2F11c6cwtm0q!19sChIJgQLrW6H5AzMRxIPIPBzCzUQ?authuser=0&hl=en&rclk=1
JM Siargao Motorbike Rental Airport,Siargao,currency exchange,INCORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' is excluded from currency exchange,drop from 'currency exchange'  (true type: motorcycle rental agency — reclassify there if wanted),Motorcycle rental agency  BrgyOpen,4.9,(38),,https://www.google.com/maps/place/JM+Siargao+Motorbike+Rental+Airport/data=!4m7!3m6!1s0x330407884ff29ac7:0xb1d0fd90afee1a02!8m2!3d9.8574546!4d126.0163548!16s%2Fg%2F11z2k9vtrw!19sChIJx5ryT4gHBDMRAhrur5D90LE?authuser=0&hl=en&rclk=1
Siargao rose bike & car rental,Siargao,currency exchange,INCORRECT,high,motorcycle rental agency,type 'motorcycle rental agency' is excluded from currency exchange,drop from 'currency exchange'  (true type: motorcycle rental agency — reclassify there if wanted),Motorcycle rental agency    Sayak AirportOpen,4.9,(610),,https://www.google.com/maps/place/Siargao+rose+bike+%26+car+rental/data=!4m7!3m6!1s0x3304070034accfc3:0xd3b8d5fe7a8b8001!8m2!3d9.8577643!4d126.016879!16s%2Fg%2F11vs4x6l9p!19sChIJw8-sNAAHBDMRAYCLev7VuNM?authuser=0&hl=en&rclk=1
M Lhuillier - Del Carmen,Siargao,currency exchange,CORRECT,high,financial institution,type 'financial institution' matches currency exchange,keep in 'currency exchange',Financial institution    Siargao Circumferential RdClosed  Opens 8 AM,4.0,(3),0947 999 0337,https://www.google.com/maps/place/M+Lhuillier+-+Del+Carmen/data=!4m7!3m6!1s0x330406a61bcbdd77:0x7ce27377fd2cc5b6!8m2!3d9.8857168!4d126.0136363!16s%2Fg%2F11b6c5qxb1!19sChIJd93LG6YGBDMRtsUs_Xdz4nw?authuser=0&hl=en&rclk=1
Isla Satori Massage,Siargao,massage spa,CORRECT,high,spa,type 'spa' matches massage spa,keep in 'massage spa',Spa,5.0,(8),"Purok 1, Pacifico, San Isidro, 8421 Surigao del Norte",https://www.google.com/maps/place/Isla+Satori+Massage/data=!4m7!3m6!1s0x33040f94505b6a4b:0x32f3323648d90440!8m2!3d9.9475699!4d126.1014919!16s%2Fg%2F11z6mmw_nb!19sChIJS2pbUJQPBDMRQATZSDYy8zI?authuser=0&hl=en&rclk=1
Lilo Massage & Beauty,Siargao,massage spa,CORRECT,high,massage spa,type 'massage spa' matches massage spa,keep in 'massage spa',Massage spa,4.2,(22),"W3XX+XR7, Barangay Pacifico Rd, San Isidro, Surigao del Norte",https://www.google.com/maps/place/Lilo+Massage+%26+Beauty/data=!4m7!3m6!1s0x33040f002e1ff067:0x4122cdf122988c8c!8m2!3d9.9499212!4d126.0995578!16s%2Fg%2F11wh2792qm!19sChIJZ_AfLgAPBDMRjIyYIvHNIkE?authuser=0&hl=en&rclk=1
Calm Cove Massage & Spa North Siargao,Siargao,massage spa,CORRECT,high,massage spa,type 'massage spa' matches massage spa,keep in 'massage spa',Massage spa,4.8,(46),"Purok 2, Garcia, Santa Monica (Sapao), 8422 Surigao del Norte",https://www.google.com/maps/place/Calm+Cove+Massage+%26+Spa+North+Siargao/data=!4m7!3m6!1s0x33041948b591a1d5:0xc60b7e90421bc866!8m2!3d10.041196!4d126.0704464!16s%2Fg%2F11vys7xw__!19sChIJ1aGRtUgZBDMRZsgbQpB-C8Y?authuser=0&hl=en&rclk=1
"Yoga, Ice Bath and Wellness at Happiness Siargao",Siargao,massage spa,CORRECT,high,wellness center,type 'wellness center' matches massage spa,keep in 'massage spa',Wellness center,5.0,(25),"Happiness Hostel, Siargao, Tourism Rd, General Luna, 8419 Surigao del Norte","https://www.google.com/maps/place/Yoga,+Ice+Bath+and+Wellness+at+Happiness+Siargao/data=!4m7!3m6!1s0x330409517c09be09:0xfbe192ca9036d7b!8m2!3d9.8017693!4d126.1595929!16s%2Fg%2F11wxkkq9yx!19sChIJCb4JfFEJBDMRe20DqSwZvg8?authuser=0&hl=en&rclk=1"
LIYOLI Sport Physiotherapy Clinic & Spa,Siargao,massage spa,CORRECT,high,physical therapy clinic,type 'physical therapy clinic' matches massage spa,keep in 'massage spa',Physical therapy clinic,5.0,(56),"Purok 5, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/LIYOLI+Sport+Physiotherapy+Clinic+%26+Spa/data=!4m7!3m6!1s0x3303f74cc4e70ab9:0x3d3de5e47dffbf53!8m2!3d9.7900355!4d126.1617359!16s%2Fg%2F11wjmb2vzq!19sChIJuQrnxEz3AzMRU7__feTlPT0?authuser=0&hl=en&rclk=1
Aibrow Beauty,Siargao,massage spa,CORRECT,high,nail salon,type 'nail salon' matches massage spa,keep in 'massage spa',Nail salon,4.6,(406),"Purok 3, Siargao Island, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Aibrow+Beauty/data=!4m7!3m6!1s0x3303f753b106158d:0xf5eb389c8736a59!8m2!3d9.7870725!4d126.1620556!16s%2Fg%2F11kb6_lrr3!19sChIJjRUGsVP3AzMRWWpzyImzXg8?authuser=0&hl=en&rclk=1
Awake Siargao Retreats,Siargao,massage spa,CORRECT,high,retreat center,type 'retreat center' matches massage spa,keep in 'massage spa',Retreat center,4.9,(67),"Tourism Rd, General Luna, 8419 Surigao del Norte",https://www.google.com/maps/place/Awake+Siargao+Retreats/data=!4m7!3m6!1s0x33040937aa5a2e2d:0x8988c8d57f2f8ad!8m2!3d9.8100987!4d126.1591049!16s%2Fg%2F11v3lz4n_b!19sChIJLS5aqjcJBDMRrfjyV42MmAg?authuser=0&hl=en&rclk=1
"The Island Aesthetics – Nail, Lash, Brow & Hair Studio Siargao",Siargao,massage spa,CORRECT,high,nail salon,type 'nail salon' matches massage spa,keep in 'massage spa',Nail salon,4.6,(186),"General Luna, 8419 Surigao del Norte","https://www.google.com/maps/place/The+Island+Aesthetics+%E2%80%93+Nail,+Lash,+Brow+%26+Hair+Studio+Siargao/data=!4m7!3m6!1s0x3304095e31c54677:0xbecd34b63d4df4ee!8m2!3d9.811727!4d126.1630547!16s%2Fg%2F11y55ssnn0!19sChIJd0bFMV4JBDMR7vRNPbY0zb4?authuser=0&hl=en&rclk=1"
